gene_no	ensembl_id	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
16633	ENSG00000259753	1598		Integrin beta  [Source:UniProtKB/TrEMBL;Acc:H3BM21]	17	q21.32	1	47253897	47344292	-1.86	4.49E-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16634	ENSG00000259755	4748			15	q26.3	-1	101050732	101086066	-0.91	2.71E-09	4020			15	q26.3	-1	101050732	101086066	-0.46367655	0.006796697
16635	ENSG00000259758	13269	NA	NA	NA	NA	NA	NA	NA	0.00	2.93E-01	6813	NA	NA	NA	NA	NA	NA	NA	-0.149632041	0.296769705
16636	ENSG00000259775	14431			14	q32.32	-1	103331674	103332367	0.12	4.92E-01	8768			14	q32.32	-1	103331674	103332367	-0.049670406	0.799030525
16637	ENSG00000259789	16140			14	q32.11	-1	90489012	90491637	0.01	8.75E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16638	ENSG00000259793	7766			2	q37.1	-1	233351132	233353416	0.65	2.85E-04	5867			2	q37.1	-1	233351132	233353416	-0.319707934	0.122864562
16639	ENSG00000259802	15863			5	p15.2	-1	10352701	10353601	-0.02	8.15E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16640	ENSG00000259803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1877	SLC22A31	solute carrier family 22, member 31 [Source:HGNC Symbol;Acc:HGNC:27091]	16	q24.3	-1	89195761	89201664	-0.567483889	4.61E-07
16641	ENSG00000259805	13012			15	q25.2	1	82925884	83103443	-0.17	2.57E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16642	ENSG00000259815	12878			1	q32.2	-1	208626741	208628085	0.06	2.38E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16643	ENSG00000259820	8822			8	q24.22	-1	134792020	134798272	0.33	2.84E-03	517			8	q24.22	-1	134792020	134798272	-2.0615782	6.04E-18
16644	ENSG00000259828	14407			6	q24.1	1	141447011	141451006	0.04	4.88E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16645	ENSG00000259834	16023			1	p13.3	-1	110653560	110657040	-0.01	8.49E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16646	ENSG00000259841	14331	LINC01566	long intergenic non-protein coding RNA 1566 [Source:HGNC Symbol;Acc:HGNC:27555]	16	p11.1	1	35363412	35390584	-0.04	4.73E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16647	ENSG00000259846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	760			16	q21	1	64364781	64600247	-1.006769945	3.20E-14
16648	ENSG00000259848	16462			2	q11.1	-1	94867486	94947341	-0.04	9.54E-01	5239			2	q11.1	-1	94867486	94947341	-0.516354319	0.057583067
16649	ENSG00000259862	13473			12	q24.33	1	130249679	130266725	0.05	3.25E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16650	ENSG00000259865	11759			1	q44	-1	247187281	247188526	0.15	1.14E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16651	ENSG00000259877	15020			16	q24.3	-1	89215211	89217653	-0.10	6.15E-01	8650			16	q24.3	-1	89215211	89217653	-0.061405238	0.768921846
16652	ENSG00000259882	11615			16	p11.2	1	33587939	33622544	0.08	1.02E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16653	ENSG00000259886	13117	NA	NA	NA	NA	NA	NA	NA	-0.14	2.74E-01	7027	NA	NA	NA	NA	NA	NA	NA	0.135684187	0.348909807
16654	ENSG00000259894	13346	NA	NA	NA	NA	NA	NA	NA	-0.19	3.04E-01	6166	NA	NA	NA	NA	NA	NA	NA	-0.269681452	0.169879157
16655	ENSG00000259907	15443			14	q24.2	1	71181456	71182106	0.03	7.18E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16656	ENSG00000259937	12268			12	p11.1	-1	33404872	33405896	0.14	1.62E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16657	ENSG00000259943	10969			1	p34.2	-1	40256427	40257967	0.10	5.32E-02	1706			1	p34.2	-1	40256427	40257967	-0.779209532	9.86E-08
16658	ENSG00000259953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9050			9	q31.3	-1	112032555	112037730	0.034835434	0.874414355
16659	ENSG00000259959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8577			4	p12	-1	47840122	47844339	-0.060469087	0.753259458
16660	ENSG00000259969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7627			14	q23.1	-1	57993545	57994525	0.162556146	0.500009478
16661	ENSG00000259972	15478			16	q23.1	-1	74305127	74335346	0.03	7.25E-01	689			16	q23.1	-1	74305127	74335346	-1.080640034	3.41E-15
16662	ENSG00000259976	4644			3	q13.31	-1	114314501	114316179	-0.74	1.41E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16663	ENSG00000259992	12880			16	q23.1	-1	75541399	75608445	0.01	2.38E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16664	ENSG00000259994	11178			10	p11.23	-1	30302826	30306066	0.33	6.65E-02	7934			10	p11.23	-1	30302826	30306066	0.122315278	0.582469173
16665	ENSG00000260006	10315	NA	NA	NA	NA	NA	NA	NA	-0.23	2.63E-02	1718	NA	NA	NA	NA	NA	NA	NA	-1.010246566	1.19E-07
16666	ENSG00000260011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7050			17	q25.3	-1	82381110	82382690	-0.15534553	0.351667523
16667	ENSG00000260018	9242			16	q24.1	1	84117051	84117571	0.29	5.77E-03	2205			16	q24.1	1	84117051	84117571	-0.515424337	5.42E-06
16668	ENSG00000260023	14457	NA	NA	NA	NA	NA	NA	NA	-0.12	4.97E-01	1695	NA	NA	NA	NA	NA	NA	NA	-0.877895354	8.63E-08
16669	ENSG00000260025	4888			2	p22.2	-1	36354749	36355114	-0.71	5.87E-09	8081			2	p22.2	-1	36354749	36355114	-0.143630549	0.618906391
16670	ENSG00000260027	14482	HOXB7	homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]	17	q21.32	-1	48607227	48633572	-0.07	5.02E-01	5025	HOXB7	homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]	17	q21.32	-1	48607227	48633572	0.523944694	0.041971607
16671	ENSG00000260065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7407	NA	NA	NA	NA	NA	NA	NA	-0.178380392	0.440601231
16672	ENSG00000260067	2508			16	q12.1	-1	49066567	49066729	1.80	9.49E-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16673	ENSG00000260088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8174			1	q32.1	1	200669507	200694250	-0.101243597	0.642088922
16674	ENSG00000260092	15672		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BUA1]	16	q23.1	-1	75528532	75545428	0.05	7.69E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16675	ENSG00000260101	15455			2	p14	-1	64522187	64524093	0.10	7.20E-01	9125			2	p14	-1	64522187	64524093	0.039590365	0.891998621
16676	ENSG00000260105	10650	AOC4P	amine oxidase, copper containing 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:48869]	17	q21.31	1	42865922	42874369	0.10	3.84E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16677	ENSG00000260118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2052			X	q12	-1	68013470	68014901	-1.059641472	1.85E-06
16678	ENSG00000260124	4638	NA	NA	NA	NA	NA	NA	NA	-1.16	1.35E-09	4213	NA	NA	NA	NA	NA	NA	NA	-0.545106448	0.011071344
16679	ENSG00000260196	12766			11	p15.1	1	17380649	17383531	0.24	2.24E-01	5560			11	p15.1	1	17380649	17383531	-0.360670605	0.087121443
16680	ENSG00000260214	5570	NA	NA	NA	NA	NA	NA	NA	-0.36	1.71E-07	2716	NA	NA	NA	NA	NA	NA	NA	0.817810904	8.88E-05
16681	ENSG00000260230	2628	FRRS1L	ferric-chelate reductase 1-like [Source:HGNC Symbol;Acc:HGNC:1362]	9	q31.3	-1	109130293	109167291	-1.12	5.00E-17	6826	FRRS1L	ferric-chelate reductase 1-like [Source:HGNC Symbol;Acc:HGNC:1362]	9	q31.3	-1	109130293	109167291	0.345049879	0.299203622
16682	ENSG00000260231	10166	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48959]	7	q34	1	140177261	140179640	0.35	2.13E-02	6746	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48959]	7	q34	1	140177261	140179640	0.188302645	0.28357563
16683	ENSG00000260236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7528			3	p21.31	-1	47379089	47380999	-0.211020854	0.472589587
16684	ENSG00000260244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2925			4	q32.1	1	155734448	155737062	0.916407141	0.000239544
16685	ENSG00000260257	6569			20	q11.21	1	32856621	32858751	-0.31	9.46E-06	1579			20	q11.21	1	32856621	32858751	-0.713246985	2.60E-08
16686	ENSG00000260260	2265	SNHG19	small nucleolar RNA host gene 19 [Source:HGNC Symbol;Acc:HGNC:49574]	16	p13.3	-1	2154797	2155358	1.24	3.78E-19	6525	SNHG19	small nucleolar RNA host gene 19 [Source:HGNC Symbol;Acc:HGNC:49574]	16	p13.3	-1	2154797	2155358	0.182272452	0.24421698
16687	ENSG00000260261	14847			3	q29	-1	195949188	195952695	0.13	5.75E-01	7475			3	q29	-1	195949188	195952695	0.182871166	0.458915478
16688	ENSG00000260265	3690			4	q13.3	-1	75081702	75084717	-1.17	2.33E-12	8825			4	q13.3	-1	75081702	75084717	-0.09968303	0.812328076
16689	ENSG00000260268	14899	LINC00919	long intergenic non-protein coding RNA 919 [Source:HGNC Symbol;Acc:HGNC:48610]	16	q12.1	-1	52083065	52085109	-0.04	5.89E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16690	ENSG00000260271	16457			6	q15	1	90345219	90362632	0.00	9.52E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16691	ENSG00000260273	14375			6	q21	1	109382795	109383666	0.04	4.82E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16692	ENSG00000260274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5443			15	q24.2	1	75368155	75369584	-0.249215521	0.076342837
16693	ENSG00000260296	13595			4	p14	1	40166675	40167831	-0.08	3.43E-01	4517			4	p14	1	40166675	40167831	-0.412684391	0.018476404
16694	ENSG00000260317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2578			8	q21.13	1	80541300	80543104	-0.950025532	4.41E-05
16695	ENSG00000260329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4210			12	q23.3	-1	106954029	106955497	-0.352017848	0.011048106
16696	ENSG00000260336	4555	NA	NA	NA	NA	NA	NA	NA	-0.50	7.65E-10	6824	NA	NA	NA	NA	NA	NA	NA	-0.209964252	0.298595379
16697	ENSG00000260343	14746	LINC01043	long intergenic non-protein coding RNA 1043 [Source:HGNC Symbol;Acc:HGNC:49031]	13	q34	1	112313467	112321758	0.04	5.56E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16698	ENSG00000260359	6982	NA	NA	NA	NA	NA	NA	NA	0.36	3.54E-05	9057	NA	NA	NA	NA	NA	NA	NA	0.039880165	0.87609714
16699	ENSG00000260368	11793			8	q22.3	-1	100913247	100914388	0.19	1.17E-01	7639			8	q22.3	-1	100913247	100914388	0.094401773	0.503555335
16700	ENSG00000260371	10748		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BMQ9]	16	q22.1	-1	69335091	69356306	0.36	4.30E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16701	ENSG00000260372	9922	AQP4-AS1	AQP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26399]	18	q11.2	1	26655742	27190698	-0.20	1.60E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16702	ENSG00000260391	8670			3	q21.2	1	124723788	124726325	0.49	2.11E-03	7705			3	q21.2	1	124723788	124726325	0.126488696	0.523020311
16703	ENSG00000260400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8842			10	q21.3	1	68698500	68700794	0.040752515	0.816781442
16704	ENSG00000260402	8816			16	p11.2	-1	32262827	32265514	0.16	2.82E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16705	ENSG00000260411	14009			16	p13.3	1	5239815	5600151	0.05	4.17E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16706	ENSG00000260415	12713	NA	NA	NA	NA	NA	NA	NA	-0.08	2.17E-01	6287	NA	NA	NA	NA	NA	NA	NA	-0.212136353	0.191971162
16707	ENSG00000260418	5343			6	q23.3	-1	136335714	136336087	0.49	5.72E-08	5018			6	q23.3	-1	136335714	136336087	-0.42706828	0.04157239
16708	ENSG00000260448	8382	LCMT1-AS1	LCMT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51177]	16	p12.1	-1	25085592	25111555	0.27	1.19E-03	3461	LCMT1-AS1	LCMT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51177]	16	p12.1	-1	25085592	25111555	-0.617261543	0.001569258
16709	ENSG00000260461	7373			10	q24.33	-1	103877374	103879761	-0.17	1.14E-04	8602			10	q24.33	-1	103877374	103879761	0.047395953	0.756946138
16710	ENSG00000260476	12716			2	p25.1	1	10021578	10022825	0.08	2.17E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16711	ENSG00000260484	16184			8	q11.23	-1	53388701	53390872	0.01	8.85E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16712	ENSG00000260512	9943	NA	NA	NA	NA	NA	NA	NA	-0.25	1.63E-02	5795	NA	NA	NA	NA	NA	NA	NA	0.461401555	0.114375028
16713	ENSG00000260526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8328			4	q25	-1	112229561	112231596	-0.077145021	0.686002865
16714	ENSG00000260537	13355		ATP-dependent RNA helicase DDX19B; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BPV3]	16	q22.1	1	70299194	70366260	-0.14	3.06E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16715	ENSG00000260539	13655	NA	NA	NA	NA	NA	NA	NA	-0.09	3.54E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16716	ENSG00000260549	3042	MT1L	metallothionein 1L (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:7404]	16	q13	1	56617476	56618818	-0.85	4.73E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16717	ENSG00000260552	15180			18	q12.2	-1	36179996	36187448	0.07	6.56E-01	7399			18	q12.2	-1	36179996	36187448	-0.127730263	0.439191572
16718	ENSG00000260556	8566	NA	NA	NA	NA	NA	NA	NA	-0.40	1.75E-03	3322	NA	NA	NA	NA	NA	NA	NA	0.457012663	0.001043004
16719	ENSG00000260572	15273			3	q25.33	-1	160753428	160755142	-0.09	6.80E-01	3968			3	q25.33	-1	160753428	160755142	-0.570329329	0.006116922
16720	ENSG00000260583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4315			21	q21.3	-1	25582770	25583326	-0.492563082	0.013134024
16721	ENSG00000260593	15846			16	q22.2	-1	71623708	71626816	0.01	8.10E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16722	ENSG00000260619	15202			15	q25.1	-1	80990804	80993258	0.02	6.62E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16723	ENSG00000260645	16218			6	q14.1	1	80466958	80469080	-0.01	8.91E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16724	ENSG00000260655	15561	NA	NA	NA	NA	NA	NA	NA	-0.08	7.42E-01	8613	NA	NA	NA	NA	NA	NA	NA	-0.074831906	0.75995881
16725	ENSG00000260657	15074			15	q23	-1	68267792	68277994	0.03	6.27E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16726	ENSG00000260682	11579	RN7SKP176	RNA, 7SK small nuclear pseudogene 176 [Source:HGNC Symbol;Acc:HGNC:45900]	16	q23.3	1	81961926	81962243	-0.23	9.79E-02	4792	RN7SKP176	RNA, 7SK small nuclear pseudogene 176 [Source:HGNC Symbol;Acc:HGNC:45900]	16	q23.3	1	81961926	81962243	0.323702289	0.029593539
16727	ENSG00000260686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2391			5	q23.2	1	122832356	122834533	-0.579576924	1.62E-05
16728	ENSG00000260708	14319			22	q13.31	-1	46761894	46762563	0.06	4.70E-01	4411			22	q13.31	-1	46761894	46762563	-0.365445773	0.015732127
16729	ENSG00000260724	16413	VN1R69P	vomeronasal 1 receptor 69 pseudogene [Source:HGNC Symbol;Acc:HGNC:37390]	16	p11.2	1	35134514	35135075	0.00	9.42E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16730	ENSG00000260766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7672			1	q23.2	-1	160024953	160026794	-0.117745383	0.512746991
16731	ENSG00000260793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	770			17	q21.31	1	44221401	44223710	-1.581401543	4.97E-14
16732	ENSG00000260805	7042			1	q32.3	-1	212557833	212559731	0.29	4.26E-05	5134			1	q32.3	-1	212557833	212559731	-0.333058602	0.049371308
16733	ENSG00000260822	2978			X	p22.11	1	24545516	24550466	-0.58	2.84E-15	8079			X	p22.11	1	24545516	24550466	-0.079217556	0.617850023
16734	ENSG00000260823	7386			16	q13	-1	56609501	56611375	-0.37	1.17E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16735	ENSG00000260830	16526			14	q11.2	1	21384292	21384920	0.00	9.68E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16736	ENSG00000260837	12402			2	p25.1	-1	8721134	8722686	-0.08	1.75E-01	9321			2	p25.1	-1	8721134	8722686	0.013272562	0.950722831
16737	ENSG00000260852	3350	FBXL19-AS1	FBXL19 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27557]	16	p11.2	-1	30919319	30923269	0.75	1.16E-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16738	ENSG00000260861	15606		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BV43]	20	p13	-1	1540144	1620009	-0.06	7.54E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16739	ENSG00000260879	9120			1	p13.3	1	108199926	108201491	-0.41	4.77E-03	4530			1	p13.3	1	108199926	108201491	-0.378628782	0.018989913
16740	ENSG00000260896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5371		prostate cancer-associated 47 [Source:EntrezGene;Acc:100996425]	16	q23.2	-1	80828735	80892595	0.841213912	0.068588365
16741	ENSG00000260912	9543			9	p22.1	1	19453209	19455173	0.15	9.29E-03	9185			9	p22.1	1	19453209	19455173	0.02834789	0.910358807
16742	ENSG00000260916	15398	CCPG1	cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]	15	q21.3	-1	55340032	55408510	-0.04	7.08E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16743	ENSG00000260917	8803			10	q25.2	1	112823490	112827726	-0.38	2.75E-03	5432			10	q25.2	1	112823490	112827726	-0.260002864	0.074728082
16744	ENSG00000260920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6883			1	p34.2	1	40464319	40466767	0.178936967	0.313238357
16745	ENSG00000260923	15189			16	q24.3	1	90185997	90222678	-0.02	6.58E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16746	ENSG00000260930	14273	LINC01416	long intergenic non-protein coding RNA 1416 [Source:HGNC Symbol;Acc:HGNC:51645]	18	q21.2	-1	55881688	55920199	0.04	4.63E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16747	ENSG00000260937	10676			15	q21.3	1	55056747	55092173	-0.21	3.96E-02	1465			15	q21.3	1	55056747	55092173	-0.643838794	5.64E-09
16748	ENSG00000260941	11835	LINC00622	long intergenic non-protein coding RNA 622 [Source:HGNC Symbol;Acc:HGNC:44251]	1	p12	-1	119597702	119599271	-0.33	1.19E-01	5306	LINC00622	long intergenic non-protein coding RNA 622 [Source:HGNC Symbol;Acc:HGNC:44251]	1	p12	-1	119597702	119599271	-0.422626175	0.062766618
16749	ENSG00000260942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6596	CAPN10-AS1	CAPN10 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48839]	2	q37.3	-1	240582700	240586699	-0.198957611	0.254936107
16750	ENSG00000260947	11168			9	p13.3	1	33697459	33700986	-0.37	6.53E-02	8203			9	p13.3	1	33697459	33700986	-0.111909533	0.650926581
16751	ENSG00000260948	16455			1	p13.2	-1	111431046	111433068	0.01	9.52E-01	4959			1	p13.2	-1	111431046	111433068	-0.286522633	0.037775014
16752	ENSG00000260962	16097	LINC00557	long intergenic non-protein coding RNA 557 [Source:HGNC Symbol;Acc:HGNC:43701]	13	q32.1	1	94960041	94961319	0.01	8.66E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16753	ENSG00000260966	7222			11	q22.3	-1	103050687	103055799	-0.21	7.45E-05	5045			11	q22.3	-1	103050687	103055799	-0.331383452	0.043808893
16754	ENSG00000260971	15141			1	p32.2	-1	56248294	56258571	0.03	6.44E-01	7291			1	p32.2	-1	56248294	56258571	0.104594207	0.417923455
16755	ENSG00000260992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5167	DOCK9-AS2	DOCK9 antisense RNA 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:43696]	13	q32.3	1	99087819	99088625	-0.307712205	0.051332376
16756	ENSG00000260996	8720			9	q34.3	-1	137293868	137295721	0.34	2.38E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16757	ENSG00000261000	15806			1	q32.1	1	206503948	206504456	-0.01	8.03E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16758	ENSG00000261008	11421	LINC01572	long intergenic non-protein coding RNA 1572 [Source:HGNC Symbol;Acc:HGNC:51385]	16	q22.2	-1	72283301	72665009	0.06	8.52E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16759	ENSG00000261012	14411			2	p24.1	-1	20999313	21000917	0.03	4.89E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16760	ENSG00000261015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3158	NA	NA	NA	NA	NA	NA	NA	-0.631798081	0.000649987
16761	ENSG00000261045	16210			16	p12.1	-1	27158451	27176587	-0.01	8.91E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16762	ENSG00000261050	7970	NA	NA	NA	NA	NA	NA	NA	-0.32	4.87E-04	9254	NA	NA	NA	NA	NA	NA	NA	-0.020774687	0.93065463
16763	ENSG00000261051	16547			3	q24	-1	146059585	146061679	-0.01	9.73E-01	5449			3	q24	-1	146059585	146061679	-0.257173923	0.076635355
16764	ENSG00000261052	8522	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 [Source:HGNC Symbol;Acc:HGNC:11455]	16	p11.2	1	30199228	30204310	0.42	1.58E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16765	ENSG00000261063	12976			16	q23.1	-1	77201474	77249957	0.08	2.52E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16766	ENSG00000261069	12558			15	q11.2	1	25087661	25088896	0.09	1.95E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16767	ENSG00000261070	9043			11	q13.3	-1	69147228	69171564	-0.40	4.29E-03	4174			11	q13.3	-1	69147228	69171564	-0.402862351	0.010223565
16768	ENSG00000261071	10933			6	p23	-1	13614111	13615155	0.13	5.10E-02	1513			6	p23	-1	13614111	13615155	-0.703592823	1.11E-08
16769	ENSG00000261087	9920			8	q22.3	-1	101166805	101169629	-0.45	1.58E-02	3725			8	q22.3	-1	101166805	101169629	-0.605454348	0.003170308
16770	ENSG00000261094	9717			9	q33.2	1	122937623	122940333	0.16	1.19E-02	1436			9	q33.2	1	122937623	122940333	-0.8157484	4.20E-09
16771	ENSG00000261096	15444			2	q37.1	1	231809846	231812352	-0.03	7.18E-01	7239			2	q37.1	1	231809846	231812352	-0.07863199	0.399812974
16772	ENSG00000261098	11733			11	q22.3	-1	107312132	107316271	-0.30	1.11E-01	5301			11	q22.3	-1	107312132	107316271	-0.378335297	0.062174097
16773	ENSG00000261101	13805			X	q22.1	1	101627868	101628523	0.04	3.81E-01	8065			X	q22.1	1	101627868	101628523	0.113390334	0.614319863
16774	ENSG00000261115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5997	TMEM178B	transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]	7	q34	1	141074232	141480380	0.430682278	0.140237083
16775	ENSG00000261116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9389			6	p12.1	1	54943167	54945099	0.009691947	0.965812272
16776	ENSG00000261128	10953	NA	NA	NA	NA	NA	NA	NA	0.22	5.22E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16777	ENSG00000261147	11850		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BSA7]	15	q26.1	1	90249556	90272208	-0.17	1.21E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16778	ENSG00000261154	15218			16	q23.1	1	77590806	77610681	-0.03	6.65E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16779	ENSG00000261156	9995			17	q12	-1	34169372	34195937	0.12	1.73E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16780	ENSG00000261168	11078			1	q21.3	-1	151130075	151131610	0.10	6.01E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16781	ENSG00000261179	7642	NA	NA	NA	NA	NA	NA	NA	-0.72	2.11E-04	2389	NA	NA	NA	NA	NA	NA	NA	2.576025129	1.58E-05
16782	ENSG00000261183	15987			15	q15.1	-1	40835808	40844387	0.05	8.41E-01	9223			15	q15.1	-1	40835808	40844387	0.023904023	0.921921545
16783	ENSG00000261188	16576			22	q12.1	1	26512537	26514568	-0.01	9.78E-01	5428			22	q12.1	1	26512537	26514568	-0.269267816	0.07457218
16784	ENSG00000261189	10374			6	p24.3	-1	7540451	7541338	0.36	2.82E-02	7352			6	p24.3	-1	7540451	7541338	-0.155378704	0.429182358
16785	ENSG00000261190	14077	C16orf97	chromosome 16 open reading frame 97 [Source:HGNC Symbol;Acc:HGNC:44658]	16	q12.1	-1	52005487	52078474	-0.04	4.29E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16786	ENSG00000261221	8620	ZNF865	zinc finger protein 865 [Source:HGNC Symbol;Acc:HGNC:38705]	19	q13.42	1	55605405	55617269	0.17	1.93E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16787	ENSG00000261222	16230			17	q25.1	1	74599840	74607229	0.02	8.93E-01	367			17	q25.1	1	74599840	74607229	-1.255514955	6.80E-21
16788	ENSG00000261235	13839			16	q23.3	-1	82044336	82139631	0.05	3.86E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
